Id,Label,timeset,cip_category,total_deflated_dollar_2010,citations,y_05,cd,pageranks
1643,,,Medical,NA,11268,1995,1,0.000981
409,,,Biology,NA,10876,1985,1,0.000173
166,,,Biology,NA,1192,2000,1,0.000173
1477,,,Biology,NA,7645,1990,1,0.000173
1841,,,Biology,NA,9007,1990,1,0.000173
1924,,,Biology,NA,1470,2000,1,0.000173
1952,,,Medical,NA,17633,1980,1,0.000173
2045,,,Biology,NA,6293,1990,1,0.000728
2363,,,Biology,NA,35449,1965,1,0.000728
2228,,,Biology,NA,24753,1975,1,0.000532
1437,,,Biology,NA,1361,1995,1,0.000173
1754,,,Medical,NA,3575,1990,1,0.000173
1954,,,Medical,NA,10698,1990,1,0.000893
1281,,,Biology,NA,2893,1990,1,0.000173
168,,,Medical,NA,7986,1985,1,0.000173
2671,,,Medical,NA,1005,2000,0,0.000173
1490,,,Medical,NA,4399,2000,1,0.000173
2233,,,Biology,NA,23699,1975,1,0.000173
332,,,Biology,NA,738,2005,1,0.000173
2457,,,Biology,147619,6587,1980,1,0.000173
1983,,,Biology,NA,8613,1990,1,0.000173
1018,,,Biology,NA,7824,1980,1,0.000173
2037,,,Medical,22662098,29163,1985,1,0.001676
2313,,,Biology,NA,7301,1990,1,0.000486
2188,,,Biology,NA,14050,1985,1,0.000738
169,,,Biology,NA,604,2005,1,0.000173
2587,,,Biology,NA,11560,1995,1,0.000173
459,,,Biology,NA,10700,1985,1,0.000632
1038,,,Biology,248720,6043,1995,1,0.000173
2695,,,Medical,NA,1104,2005,1,0.000173
185,,,Biology,NA,1466,2005,1,0.000173
660,,,Biology,NA,2169,2000,1,0.000173
556,,,Biology,NA,752,2010,1,0.000173
1509,,,Biology,NA,3617,1990,1,0.000173
2775,,,Biology,NA,8465,1990,1,0.000173
170,,,Medical,NA,1477,2005,1,0.000173
171,,,Medical,NA,324,2005,1,0.000173
1694,,,Biology,133860,4220,1990,1,0.000173
1426,,,Biology,NA,2243,1995,1,0.000453
378,,,Biology,189777,1285,2005,1,0.000453
1126,,,Biology,NA,790,2005,1,0.000721
1207,,,Medical,NA,5258,2000,1,0.001006
2742,,,Biology,NA,7050,2000,1,0.001006
545,,,Medical,NA,22043,1990,1,0.000718
790,,,Biology,2215710,781,2010,1,0.000173
2551,,,Biology,5221976,2977,1990,1,0.000453
760,,,Medical,NA,542,2010,1,0.000173
1879,,,Biology,50314505,16586,1985,1,0.000173
862,,,Biology,NA,1202,2010,1,0.000173
1347,,,Biology,NA,5248,1995,1,0.000173
2434,,,Medical,700021,16710,1980,1,0.000173
1653,,,Biology,NA,3025,2000,1,0.000173
782,,,Biology,NA,324,2005,1,0.000173
1406,,,Biology,NA,4357,2000,1,0.000173
173,,,Biology,NA,1770,2005,0,0.000173
1384,,,Biology,NA,4752,1995,1,0.000173
174,,,Medical,NA,18331,1975,1,0.000173
2468,,,Medical,NA,15952,1995,0,0.000173
2109,,,Biology,NA,11553,1975,1,0.000173
2334,,,Biology,NA,13709,1995,1,0.000173
176,,,Medical,NA,1074,2005,1,0.000173
2000,,,Biology,375195,16429,1995,1,0.000173
399,,,Biology,NA,2021,2005,1,0.000173
979,,,Technology,NA,1784,2005,1,0.000173
1003,,,Biology,NA,4407,1995,1,0.000721
1946,,,Biology,NA,3355,2000,1,0.000453
2349,,,Biology,NA,7690,1980,1,0.000173
1586,,,Medical,NA,1318,1990,1,0.000173
610,,,Biology,NA,3417,1995,1,0.000173
2435,,,Medical,29393253,7357,1970,1,0.000173
2060,,,Biology,NA,25156,1980,1,0.000173
2123,,,Biology,NA,19829,1985,1,0.000173
1849,,,Medical,NA,5004,1990,1,0.000173
2519,,,Biology,41050895,22089,1980,1,0.000173
179,,,Biology,NA,1098,2000,0,0.000173
2020,,,Biology,NA,5074,1995,1,0.000173
709,,,Biology,NA,276,2005,0,0.000173
2324,,,Medical,NA,7799,1990,1,0.000173
182,,,Biology,NA,5839,2000,1,0.000173
939,,,Medical,NA,4681,1990,1,0.000173
583,,,Biology,NA,5706,1990,1,0.000173
2443,,,Medical,NA,5958,1990,1,0.000173
1325,,,Biology,NA,7312,1995,1,0.000453
218,,,Medical,NA,4230,2005,1,0.000173
949,,,Biology,NA,6692,1990,1,0.000173
2339,,,Biology,60177791,35559,1985,1,0.000173
686,,,Biology,NA,21764,1975,1,0.000173
301,,,Biology,NA,1489,2005,0,0.000173
184,,,Biology,NA,748,2005,1,0.000173
1935,,,Medical,NA,4796,1980,1,0.000173
721,,,Medical,NA,788,2010,1,0.000173
2663,,,Biology,NA,1609,2000,1,0.000173
2444,,,Biology,NA,16837,1980,1,0.000173
2282,,,Medical,NA,5181,1975,1,0.000173
2003,,,Biology,NA,16767,1980,1,0.000437
1201,,,Biology,NA,3084,2000,1,0.000173
696,,,Medical,NA,60066,1975,1,0.000738
189,,,Biology,NA,282,2005,0,0.000173
1215,,,Biology,NA,489,2000,0,0.000173
1838,,,Biology,NA,5593,1990,1,0.000173
1339,,,Biology,NA,1196,1995,0,0.000173
2422,,,Biology,3553474,16053,1975,1,0.001689
243,,,Medical,NA,264,2005,1,0.000173
2214,,,Medical,NA,6422,1985,1,0.000173
1241,,,Biology,NA,7753,2000,1,0.001265
1559,,,Biology,NA,30480,1995,1,0.000173
2201,,,Biology,NA,20598,1980,1,0.000173
988,,,Medical,NA,1651,2000,1,0.000486
2245,,,Biology,NA,15568,1985,1,0.000532
2001,,,Biology,871796,13034,1985,1,0.000657
1034,,,Biology,312083,28397,1980,1,0.000173
2545,,,Medical,1132272,35312,1975,1,0.000486
1923,,,Biology,NA,6057,1985,1,0.000564
1405,,,Medical,NA,2125,1990,1,0.000551
2679,,,Biology,795388,12385,1975,0,0.000173
193,,,Medical,46055,29770,1980,1,0.000173
1944,,,Medical,NA,4377,1990,1,0.000173
1588,,,Biology,NA,4158,1995,0,0.000173
2432,,,Biology,2354332,13381,1980,0,0.000173
1729,,,Biology,NA,4281,1980,1,0.000173
192,,,Biology,NA,2988,2000,1,0.000173
1363,,,Medical,NA,1097,1990,1,0.000173
2243,,,Medical,NA,4687,1995,1,0.000173
2440,,,Biology,NA,14064,1985,1,0.000173
2474,,,Medical,685860,53022,1990,1,0.000453
1775,,,Biology,NA,4761,1990,1,0.000173
2566,,,Biology,NA,33381,1985,1,0.000986
651,,,Biology,NA,3547,2000,1,0.000173
2101,,,Biology,NA,9952,1990,1,0.000173
2079,,,Biology,NA,13751,1980,1,0.000173
300,,,Biology,NA,5867,2005,1,0.000173
758,,,Biology,NA,1399,2010,1,0.000738
2461,,,Biology,NA,1008,2005,0,0.000173
196,,,Biology,NA,2215,1965,0,0.000173
313,,,Biology,NA,410,2005,0,0.000173
197,,,Biology,NA,856,2000,1,0.000173
752,,,Biology,NA,500,2005,0,0.000173
198,,,Medical,NA,551,2000,1,0.000173
1036,,,Biology,NA,13135,1980,1,0.000173
729,,,Biology,NA,862,2010,1,0.000173
958,,,Medical,NA,8930,1985,1,0.000173
1575,,,Biology,NA,3302,2000,1,0.000173
199,,,Medical,NA,1214,2005,1,0.000173
242,,,Medical,NA,817,2005,1,0.000173
963,,,Biology,NA,5108,1990,1,0.000173
1109,,,Medical,306696,1748,1990,1,0.000173
1252,,,Medical,NA,3506,2000,1,0.000173
1299,,,Biology,NA,3676,1995,1,0.000173
2589,,,Biology,NA,6689,1985,1,0.000754
2585,,,Medical,NA,9619,1985,1,0.000173
2383,,,Biology,NA,3255,1995,0,0.000173
706,,,Biology,NA,586,2010,0,0.000173
1739,,,Biology,NA,1662,2000,1,0.000173
452,,,Medical,NA,488,2005,1,0.000173
202,,,Biology,NA,383,2005,0,0.000173
203,,,Medical,1833693,1172,2000,1,0.000798
795,,,Medical,NA,667,2010,0,0.000173
1273,,,Medical,NA,1126,1995,1,0.000173
229,,,Medical,58662105,12936,1975,1,0.000173
204,,,Biology,NA,2075,1990,0,0.000173
1271,,,Biology,NA,5883,1995,0,0.000173
2005,,,Biology,NA,1858,2000,1,0.000173
780,,,Biology,21531,1194,2010,1,0.000453
1825,,,Biology,NA,2764,1995,1,0.000173
466,,,Biology,NA,7698,1985,1,0.000453
1377,,,Biology,NA,6169,1995,1,0.000453
1269,,,Medical,NA,9495,1995,1,0.000173
1929,,,Medical,33539467,5324,1985,1,0.000173
1755,,,Biology,NA,3641,1995,1,0.000453
2204,,,Biology,519590,2803,1985,1,0.000173
1419,,,Medical,NA,1445,1995,1,0.000173
490,,,Medical,NA,339,2005,1,0.000173
2670,,,Biology,NA,20970,2000,1,0.000718
2312,,,Biology,NA,5358,1990,1,0.000173
2176,,,Medical,NA,13583,1985,1,0.000818
2505,,,Medical,NA,53827,1980,1,0.000738
1409,,,Biology,NA,3800,1995,1,0.000453
2099,,,Biology,NA,6693,1970,1,0.000173
239,,,Biology,NA,2709,1990,1,0.000865
618,,,Biology,41691981,8251,1985,1,0.000493
2062,,,Biology,NA,4229,1990,1,0.000457
206,,,Medical,NA,359,2005,1,0.000173
1386,,,Medical,11044223,2910,2000,1,0.000173
1598,,,Medical,NA,1485,1985,1,0.000173
207,,,Medical,NA,1923,2005,1,0.000173
2713,,,Biology,NA,923,2000,1,0.000173
850,,,Biology,NA,446,2010,1,0.000173
522,,,Biology,NA,383,2005,1,0.000533
1870,,,Medical,NA,5999,1995,1,0.000173
418,,,Medical,NA,1793,2005,1,0.000173
1294,,,Biology,NA,2148,2000,1,0.000173
209,,,Biology,91476,5041,2000,1,0.000173
1720,,,Medical,10379554,10271,1990,1,0.000173
1340,,,Biology,NA,6702,2000,1,0.000173
1772,,,Biology,NA,7517,1995,1,0.000173
2562,,,Medical,NA,6498,1975,1,0.000173
1068,,,Biology,NA,1079,2005,1,0.000173
2331,,,Biology,NA,5076,1990,1,0.000173
1921,,,Medical,NA,7514,1985,1,0.000173
1103,,,Medical,1869764,1355,2000,1,0.000173
1685,,,Biology,NA,4907,2000,1,0.000173
2076,,,Medical,NA,2116,1985,1,0.000533
1518,,,Biology,NA,2280,2000,0,0.000173
2170,,,Medical,NA,6096,1980,1,0.000173
2118,,,Medical,NA,648,2000,1,0.000173
213,,,Biology,17549209,10876,1980,1,0.000602
557,,,Biology,968791,5618,2000,1,0.000602
2261,,,Biology,NA,9228,1990,1,0.000173
2351,,,Medical,5014727,2947,1995,1,0.000532
885,,,Biology,NA,12793,1985,1,0.000173
1995,,,Medical,NA,1376,1970,1,0.000173
353,,,Medical,NA,1895,1980,1,0.000173
215,,,Medical,NA,1350,2005,1,0.000173
726,,,Medical,NA,579,2010,1,0.000173
2167,,,Biology,NA,4427,1965,1,0.000173
216,,,Biology,NA,1296,2000,1,0.000173
1916,,,Biology,NA,6683,1985,1,0.000173
733,,,Biology,NA,248,2010,0,0.000173
1086,,,Biology,NA,4648,1985,1,0.000173
2586,,,Medical,NA,7287,1980,1,0.000173
983,,,Biology,NA,3052,1990,1,0.000173
1706,,,Medical,NA,4708,1985,1,0.000173
2189,,,Biology,NA,11254,1970,1,0.000173
217,,,Biology,NA,665,2005,1,0.000173
236,,,Biology,NA,8878,2005,1,0.000173
1674,,,Biology,123020,31851,1995,1,0.000173
2568,,,Biology,NA,18370,1990,1,0.000173
1306,,,Medical,NA,6863,1995,1,0.000173
1320,,,Medical,2075998,4558,1995,1,0.000173
1842,,,Biology,18782674,9374,1990,1,0.000533
2298,,,Biology,3187244,8076,1985,1,0.000173
2766,,,Medical,NA,4790,1990,1,0.000173
2232,,,Biology,NA,3812,1985,1,0.000173
681,,,Biology,960117,12805,1995,1,0.000173
1541,,,Biology,259629,1540,1980,1,0.000173
2393,,,Biology,NA,11795,1985,1,0.000173
1608,,,Medical,NA,10639,1995,1,0.000173
2763,,,Medical,NA,4841,1995,1,0.000173
2032,,,Medical,NA,4227,1990,1,0.000632
2254,,,Medical,NA,11261,1990,1,0.000173
1758,,,Medical,NA,4766,1990,1,0.000173
2416,,,Biology,NA,8342,1980,1,0.000173
222,,,Biology,NA,2033,1975,1,0.000173
2106,,,Medical,NA,10563,1985,1,0.000173
2179,,,Medical,NA,5598,1990,1,0.000173
1898,,,Technology,1869209,3221,1990,1,0.000173
2687,,,Biology,NA,6853,2005,1,0.000173
356,,,Biology,NA,1248,2005,1,0.000173
927,,,Biology,NA,1733,2010,1,0.000453
1432,,,Medical,NA,3039,1995,1,0.000453
704,,,Biology,2582388,12836,2000,0,0.000173
1881,,,Biology,7715946,4232,1995,1,0.00105
304,,,Biology,NA,352,2000,1,0.000173
349,,,Biology,NA,1595,2005,0,0.000457
1015,,,Biology,NA,32354,1965,1,0.000173
227,,,Biology,NA,2402,1975,0,0.000173
2390,,,Biology,NA,14844,1975,0,0.000532
1486,,,Biology,NA,5843,1990,1,0.000532
502,,,Biology,3373883,4741,1995,1,0.000173
544,,,Biology,13727326,11000,1985,1,0.000173
1023,,,Biology,NA,140,2010,1,0.000173
1483,,,Medical,NA,1092,1995,1,0.000173
1975,,,Biology,NA,5969,1990,1,0.000173
1248,,,Medical,NA,2629,2000,1,0.000173
465,,,Biology,NA,4897,1985,1,0.000173
2454,,,Medical,NA,16273,1975,1,0.000173
2750,,,Medical,7464505,10532,1985,1,0.000173
2369,,,Biology,NA,9652,1980,1,0.000173
2718,,,Medical,NA,1200,2000,1,0.000173
1947,,,Medical,4254740,13739,1990,1,0.000173
1702,,,Medical,NA,4048,1975,1,0.000173
1875,,,Biology,15793838,2351,1980,1,0.000173
2066,,,Biology,4345814,5689,1975,1,0.000173
2301,,,Biology,85872444,17604,1975,1,0.000173
2540,,,Biology,10830540,30158,1975,1,0.000173
230,,,Biology,NA,806,2005,1,0.000173
240,,,Biology,NA,650,2005,1,0.000173
419,,,Biology,NA,344,2005,0,0.000173
1548,,,Biology,NA,6409,1985,0,0.000173
1675,,,Biology,NA,3481,1990,1,0.000173
231,,,Biology,NA,800,2005,0,0.000173
2034,,,Biology,326747,11229,1970,1,0.000173
1565,,,Biology,NA,6694,1990,0,0.000173
232,,,Biology,NA,357,2005,1,0.000173
1029,,,Medical,NA,4393,1995,1,0.000173
777,,,Medical,1998580,725,2010,1,0.000173
518,,,Biology,NA,1344,2005,1,0.000173
882,,,Biology,NA,2099,2000,1,0.000173
1219,,,Biology,NA,1669,1995,1,0.000173
1431,,,Biology,43758218,9777,1990,1,0.000532
1122,,,Medical,NA,3062,1985,1,0.000173
1619,,,Biology,NA,7070,1990,1,0.000173
2531,,,Medical,NA,1699,1985,1,0.000173
2652,,,Biology,NA,794,2000,1,0.000173
739,,,Biology,NA,1428,2005,0,0.000173
324,,,Biology,NA,883,2005,1,0.000173
235,,,Biology,NA,329,2005,1,0.000173
2651,,,Biology,NA,2925,1995,1,0.000453
1176,,,Biology,NA,1623,2000,1,0.000173
1977,,,Biology,NA,12065,1975,1,0.000173
506,,,Biology,3902052,6411,1990,1,0.000173
1291,,,Biology,NA,2717,2000,1,0.000453
237,,,Biology,NA,713,2005,1,0.000173
661,,,Medical,NA,4421,1995,1,0.000173
2364,,,Biology,NA,2045,1990,1,0.000173
621,,,Biology,NA,18912,1990,1,0.002207
2138,,,Biology,NA,2641,1995,1,0.000173
1632,,,Biology,NA,8392,1995,1,0.000173
2549,,,Medical,NA,5342,1995,1,0.000173
679,,,Biology,NA,697,2010,1,0.000173
2007,,,Biology,NA,3574,1995,1,0.000173
249,,,Biology,NA,2367,2005,0,0.000551
1469,,,Biology,1341908,1422,1990,1,0.000173
2330,,,Biology,178687783,36009,1980,1,0.000173
775,,,Medical,NA,5184,1970,0,0.000173
1292,,,Medical,NA,1088,2000,1,0.000173
1600,,,Biology,945316,2149,1990,1,0.000173
2449,,,Biology,NA,20953,1980,1,0.000173
2053,,,Biology,NA,4822,1980,1,0.000173
1858,,,Biology,NA,19986,1965,1,0.000173
1719,,,Medical,NA,2586,1970,1,0.000173
2077,,,Medical,NA,7590,1980,1,0.000173
1873,,,Medical,NA,16420,1990,1,0.000173
2127,,,Medical,NA,19535,2000,1,0.00228
2285,,,Medical,NA,385,1995,1,0.000173
1100,,,Medical,NA,83,2015,1,0.000173
1883,,,Biology,NA,8499,1985,1,0.000173
1022,,,Medical,NA,829,1995,1,0.000173
408,,,Biology,NA,908,2005,1,0.000173
244,,,Biology,NA,693,2005,1,0.000173
320,,,Biology,NA,678,2005,1,0.000173
245,,,Biology,NA,7709,2000,1,0.000173
2107,,,Medical,NA,22232,1995,1,0.000173
1806,,,Biology,NA,10267,1985,1,0.000173
2699,,,Medical,NA,2587,2000,1,0.000173
1247,,,Biology,NA,6380,1995,1,0.000173
2047,,,Medical,12440659,10484,1985,1,0.000173
1734,,,Biology,NA,3022,1985,1,0.000173
468,,,Biology,NA,17083,1990,1,0.000173
1934,,,Biology,NA,19715,1985,1,0.000173
1569,,,Biology,NA,12940,2000,1,0.000173
1863,,,Medical,8277711,5627,1985,1,0.000173
2332,,,Medical,NA,6962,1975,1,0.000173
1938,,,Medical,NA,13167,1980,1,0.000173
2242,,,Biology,3078804,15003,1975,1,0.000173
246,,,Biology,NA,482,2005,0,0.000173
800,,,Biology,NA,365,2010,0,0.000173
1810,,,Biology,NA,3549,1970,0,0.000173
1218,,,Biology,NA,940,2000,0,0.000173
663,,,Biology,NA,2849,1985,1,0.000173
1111,,,Biology,NA,1789,2000,1,0.000173
422,,,Biology,NA,333,2005,1,0.000173
1229,,,Biology,NA,3452,2000,1,0.000173
2674,,,Biology,NA,7674,2000,1,0.000173
2395,,,Medical,2525893,18579,1965,1,0.000173
2544,,,Biology,NA,10601,1990,1,0.000173
1461,,,Biology,1230984,6177,2000,1,0.000173
248,,,Biology,NA,2391,1990,1,0.000173
869,,,Medical,NA,664,2005,1,0.000173
2607,,,Biology,5110,1844,1995,0,0.000173
2596,,,Biology,NA,9207,1990,1,0.000173
445,,,Biology,NA,750,2005,0,0.000173
707,,,Biology,NA,689,2010,1,0.000173
1416,,,Biology,NA,4580,1995,1,0.000173
357,,,Biology,NA,165,2010,0,0.000173
2231,,,Biology,NA,3182,1995,1,0.000602
252,,,Biology,2425485,8180,2000,1,0.000173
1612,,,Biology,NA,7806,1990,1,0.000173
253,,,Medical,NA,231,2005,1,0.000173
669,,,Biology,NA,164,2010,1,0.000173
254,,,Medical,NA,512,2005,1,0.000173
2497,,,Medical,NA,4579,1990,1,0.000173
255,,,Biology,NA,96,2000,0,0.000173
2724,,,Biology,NA,309,1985,0,0.000173
1020,,,Biology,NA,610,2010,1,0.000173
734,,,Biology,294075,2344,2010,1,0.000173
1982,,,Biology,3888294,31676,1980,1,0.000173
582,,,Biology,NA,31392,1980,1,0.000453
2705,,,Technology,154489,2017,2000,1,0.000173
2678,,,Biology,NA,4820,2000,1,0.000173
258,,,Biology,NA,729,2000,1,0.000173
259,,,Medical,NA,910,2005,1,0.000173
703,,,Medical,NA,10438,1995,1,0.000173
1157,,,Medical,NA,2416,2005,1,0.000173
1621,,,Medical,1644413,8839,2000,1,0.00044
1943,,,Medical,NA,6378,1990,1,0.000173
715,,,Biology,NA,787,2005,1,0.000173
289,,,Medical,NA,1336,2005,1,0.000173
421,,,Biology,NA,424,2005,0,0.000173
327,,,Biology,NA,1713,2000,1,0.000173
1144,,,Biology,NA,944,2000,1,0.000173
622,,,Biology,2467993,4145,1995,1,0.000173
2401,,,Medical,NA,13451,1985,1,0.000173
2658,,,Biology,NA,6123,2000,0,0.000173
689,,,Medical,NA,20717,1975,1,0.000173
2431,,,Biology,572387,33178,1980,1,0.000173
1307,,,Biology,25206175,56933,2000,1,0.000173
262,,,Biology,22618314,1358,2005,1,0.000173
1484,,,Biology,5831144,2212,1990,1,0.000173
993,,,Medical,NA,2838,1985,1,0.000173
1821,,,Biology,NA,9001,1990,1,0.000173
1037,,,Medical,NA,35161,1975,1,0.000173
265,,,Medical,NA,3179,2005,1,0.000173
266,,,Biology,NA,837,2005,1,0.000173
1531,,,Biology,NA,747,1995,1,0.000173
405,,,Biology,NA,1419,2005,1,0.000173
1721,,,Biology,NA,16368,2005,1,0.000173
1761,,,Biology,NA,4986,1995,1,0.000173
1611,,,Biology,NA,4326,1995,1,0.000173
2685,,,Biology,NA,2417,2005,1,0.000173
2038,,,Medical,106685013,28933,1990,1,0.000437
268,,,Technology,NA,6763,2000,1,0.000453
1390,,,Biology,NA,2581,1990,1,0.000173
2284,,,Biology,NA,12838,1975,1,0.000173
613,,,Medical,315150,7280,1980,1,0.000457
636,,,Medical,NA,6469,1990,1,0.000173
1214,,,Biology,NA,2659,2000,1,0.000173
2682,,,Biology,NA,1733,2000,1,0.000173
2503,,,Biology,NA,1452,1985,1,0.000173
269,,,Technology,NA,1913,1995,1,0.000173
1678,,,Biology,NA,22909,1995,1,0.000674
271,,,Medical,NA,1222,2000,1,0.000173
528,,,Biology,NA,5107,1985,1,0.000173
272,,,Biology,1876915,2616,2005,1,0.000173
1326,,,Medical,3759107,2835,2000,1,0.000173
2629,,,Biology,389898,6236,1985,1,0.000173
1017,,,Biology,NA,5215,1995,0,0.000173
1119,,,Biology,NA,1178,2000,0,0.000173
1249,,,Biology,NA,3955,1995,0,0.000173
274,,,Medical,NA,1163,2005,1,0.000173
333,,,Medical,NA,2387,1990,1,0.000173
2442,,,Medical,NA,15764,1970,1,0.000173
275,,,Medical,NA,6899,1995,1,0.000453
1778,,,Medical,NA,6576,1980,1,0.000173
2772,,,Biology,NA,1491,2000,1,0.000453
1451,,,Medical,NA,6850,1995,1,0.000453
747,,,Medical,NA,551,2010,1,0.000173
1255,,,Biology,NA,1693,1990,1,0.000173
1081,,,Biology,56089632,37577,1975,1,0.000532
277,,,Biology,NA,4277,2005,1,0.000173
2411,,,Biology,NA,3568,2000,1,0.000173
1968,,,Biology,NA,8340,1990,1,0.000817
278,,,Biology,NA,1454,1995,1,0.000173
1414,,,Biology,NA,3484,2000,1,0.000173
1783,,,Biology,712887,6962,1990,1,0.000173
1581,,,Biology,NA,2215,1980,1,0.000173
280,,,Medical,NA,686,2005,1,0.000173
281,,,Medical,NA,390,2005,1,0.000173
2108,,,Biology,NA,3611,1995,1,0.000173
355,,,Medical,NA,388,2005,1,0.000173
1757,,,Biology,NA,13409,1985,1,0.000173
1489,,,Biology,NA,6883,1995,1,0.000173
283,,,Biology,NA,1030,2000,1,0.000173
2006,,,Biology,NA,18068,1975,1,0.000173
284,,,Biology,NA,5857,2005,1,0.000173
451,,,Medical,NA,573,2000,1,0.000173
1605,,,Biology,NA,5235,1995,1,0.000173
587,,,Biology,26965971,58827,1965,1,0.000173
1595,,,Biology,NA,7054,1995,1,0.000173
2475,,,Medical,NA,6520,1985,1,0.000173
2368,,,Medical,NA,12729,1970,1,0.000173
845,,,Biology,NA,13811,1990,1,0.000532
1185,,,Biology,NA,1431,2000,1,0.000173
287,,,Medical,1167224,670,2005,0,0.000173
2248,,,Medical,NA,26800,1985,1,0.000453
288,,,Medical,NA,746,2005,1,0.000173
1188,,,Medical,NA,1421,2000,1,0.000173
1538,,,Biology,NA,3734,1990,1,0.000173
2246,,,Medical,NA,6620,1985,1,0.000173
1445,,,Biology,NA,3315,1995,1,0.000173
1479,,,Biology,NA,1926,1980,1,0.000173
1798,,,Medical,NA,7413,1985,1,0.000173
290,,,Biology,NA,3089,2005,1,0.000173
2576,,,Biology,20186546,9279,1990,1,0.000173
1204,,,Medical,NA,1265,1990,1,0.000173
1369,,,Biology,NA,1844,1995,1,0.000173
1786,,,Biology,NA,3875,1975,1,0.000173
291,,,Biology,NA,1371,2005,1,0.000173
1728,,,Biology,9180630,4757,2000,0,0.000173
292,,,Biology,NA,1849,2005,1,0.000173
1156,,,Biology,NA,1458,2000,1,0.000173
1533,,,Biology,NA,7276,1995,1,0.000173
293,,,Biology,3171499,793,2000,0,0.000173
1736,,,Biology,16255226,5784,1990,0,0.000173
294,,,Biology,NA,2665,2005,0,0.000173
981,,,Biology,NA,1147,2005,1,0.000602
295,,,Biology,NA,591,2005,0,0.000173
1206,,,Biology,NA,615,2000,1,0.000173
296,,,Biology,788528,2004,2000,0,0.000173
723,,,Biology,NA,602,2005,0,0.000173
520,,,Biology,NA,624,2005,0,0.000173
2314,,,Biology,NA,996,2000,0,0.000173
887,,,Medical,NA,3163,2000,1,0.000173
1652,,,Biology,NA,1609,2000,1,0.000173
525,,,Biology,NA,793,2005,0,0.000173
425,,,Biology,NA,346,2005,1,0.000173
2325,,,Biology,NA,2558,1995,0,0.000173
2445,,,Biology,NA,727,1995,1,0.000173
2100,,,Medical,NA,9477,1990,1,0.000173
976,,,Medical,NA,4793,1995,1,0.000173
1972,,,Biology,NA,5963,1985,1,0.000493
1411,,,Biology,161542,17598,2000,1,0.000437
2185,,,Biology,NA,2539,2000,1,0.000173
2299,,,Biology,NA,2345,1995,1,0.000173
370,,,Biology,NA,1297,2000,1,0.000173
783,,,Medical,NA,371,2010,1,0.000173
2036,,,Biology,NA,1717,2000,1,0.000173
2140,,,Biology,NA,1529,1985,1,0.000173
364,,,Biology,NA,545,2005,1,0.000173
737,,,Biology,1451359,14275,2010,1,0.000437
2310,,,Biology,NA,14594,2000,1,0.000173
2200,,,Biology,NA,2587,1975,1,0.000173
930,,,Biology,NA,2674,1995,0,0.000173
305,,,Biology,NA,1927,2005,1,0.000532
546,,,Biology,27630566,1074,2005,1,0.000173
2252,,,Medical,NA,5042,1995,1,0.000173
1848,,,Biology,NA,3584,2000,1,0.000173
2577,,,Biology,NA,2208,2000,1,0.000173
376,,,Biology,NA,1256,2005,1,0.000173
306,,,Biology,NA,4613,2005,1,0.000173
825,,,Biology,NA,814,2010,0,0.000173
1148,,,Biology,NA,2032,2000,1,0.000173
433,,,Biology,NA,1473,2005,1,0.000173
1226,,,Biology,NA,4484,2000,0,0.000173
1178,,,Biology,NA,2290,2000,1,0.000728
1937,,,Biology,NA,1065,1985,0,0.000173
1913,,,Biology,NA,4431,1985,1,0.000551
307,,,Biology,1650638,514,2005,1,0.000173
1847,,,Biology,NA,10122,1995,1,0.000602
308,,,Biology,NA,829,2005,0,0.000173
1151,,,Biology,NA,799,2000,0,0.000173
897,,,Biology,NA,344,2005,0,0.000173
1211,,,Medical,NA,2355,2000,1,0.000173
2155,,,Biology,NA,19277,1980,0,0.000173
309,,,Medical,NA,581,2005,1,0.000173
1463,,,Medical,NA,2672,1995,1,0.000532
310,,,Biology,NA,718,2005,0,0.000173
1978,,,Biology,NA,9143,1980,0,0.000173
1502,,,Biology,NA,1372,2000,0,0.000173
674,,,Biology,NA,332,2010,0,0.000173
311,,,Biology,NA,470,2005,1,0.000173
312,,,Technology,NA,987,2005,1,0.000173
1114,,,Biology,NA,5455,1990,1,0.000173
2180,,,Biology,NA,10926,1965,1,0.000173
2225,,,Biology,NA,8718,1985,1,0.000173
2098,,,Biology,9029178,19209,1995,1,0.000817
316,,,Medical,NA,1466,2005,1,0.000173
1033,,,Biology,14814141,4747,1975,1,0.000173
638,,,Medical,NA,1944,2000,0,0.000173
2210,,,Medical,NA,8704,1980,1,0.000173
548,,,Biology,1167235,39881,1965,1,0.000173
682,,,Biology,NA,480,2010,1,0.000173
380,,,Biology,NA,1505,2005,1,0.000173
631,,,Biology,NA,7803,1985,0,0.000173
656,,,Medical,494812,2294,2000,1,0.000173
2213,,,Biology,NA,12109,1980,1,0.000173
1108,,,Medical,NA,1072,2000,1,0.000173
2744,,,Medical,NA,3220,1995,1,0.000173
2426,,,Biology,NA,4330,1990,1,0.000173
2556,,,Biology,3580693,6547,2005,1,0.000173
611,,,Biology,NA,5647,1975,1,0.000173
813,,,Biology,21531,607,2010,1,0.000173
1251,,,Medical,NA,1949,1990,1,0.000173
646,,,Biology,4496875,4865,1990,1,0.000173
1021,,,Biology,NA,4689,1990,1,0.000173
2222,,,Biology,NA,1857,1975,1,0.000173
697,,,Medical,NA,97005,1975,1,0.000173
322,,,Biology,2946920,18798,1990,0,0.000173
